Well name,NS degrees,EW degrees
16/10-2,58° 8' 26.58'' N,2° 2' 14.91'' E
6507/3-1,65° 58' 29.85'' N,7° 49' 31.52'' E
25/1-12,59° 51' 26.7'' N,2° 10' 56.7'' E
1/6-3,56° 38' 36.4'' N,2° 55' 49.7'' E
34/7-26 SR,61° 16' 29.38'' N,2° 7' 11.41'' E
6506/12-5,65° 2' 28.6'' N,6° 58' 21.93'' E
30/8-1 S,60° 27' 46.93'' N,2° 38' 6.53'' E
6405/12-1,64° 11' 42.16'' N,5° 52' 12.7'' E
30/4-1,60° 37' 20.87'' N,2° 9' 34.61'' E
6706/6-2 S,67° 37' 20.6'' N,6° 45' 57.57'' E
25/4-3,59° 30' 44.2'' N,2° 5' 28.9'' E
6507/7-4,65° 19' 11.56'' N,7° 15' 44.99'' E
2/1-17 S,56° 49' 6.13'' N,3° 8' 19.54'' E
25/8-4,59° 15' 31.31'' N,2° 36' 42.97'' E
34/10-13,61° 12' 1.93'' N,2° 18' 3'' E
2/6-1,56° 35' 52'' N,3° 54' 55'' E
6407/2-4,64° 57' 47.4'' N,7° 26' 51.2'' E
30/9-20 S,60° 19' 1.67'' N,2° 48' 3.38'' E
34/7-31,61° 18' 37.68'' N,2° 3' 59.81'' E
7120/9-2,71° 29' 40.81'' N,20° 42' 5.38'' E
6507/7-11 S,65° 18' 4.8'' N,7° 7' 42.27'' E
30/9-4 S,60° 28' 12.83'' N,2° 45' 32.05'' E
25/10-13 S,59° 9' 42.52'' N,2° 14' 23.67'' E
2/4-18 R,56° 41' 57.72'' N,3° 9' 44.24'' E
34/10-26,61° 12' 59.9'' N,2° 16' 23.77'' E
2/6-5,56° 35' 36.69'' N,3° 45' 42.73'' E
6406/12-5 S,64° 3' 37.84'' N,6° 50' 38.82'' E
7/4-2,57° 30' 13.5'' N,2° 18' 33.18'' E
25/2-9,59° 53' 10.16'' N,2° 22' 15.09'' E
24/9-11 S,59° 29' 6.82'' N,1° 50' 7.66'' E
6609/5-1,66° 37' 42.73'' N,9° 24' 52.17'' E
6403/10-1,64° 3' 39.22'' N,3° 0' 10.88'' E
3/7-10 S,56° 27' 10.7'' N,4° 4' 46.32'' E
6507/7-8,65° 17' 52.68'' N,7° 18' 49.87'' E
6406/6-3,64° 34' 24.49'' N,6° 58' 27.53'' E
6407/9-12,64° 22' 16.3'' N,7° 53' 42.39'' E
6507/7-9,65° 19' 31.55'' N,7° 19' 3.95'' E
33/9-18 A,61° 15' 40.78'' N,1° 56' 7.73'' E
25/8-9,59° 28' 6.08'' N,2° 30' 24.9'' E
31/5-4 S,60° 43' 16.19'' N,3° 33' 43.06'' E
26/5-1,59° 40' 18.91'' N,3° 38' 35.7'' E
30/9-21 S,60° 25' 29.12'' N,2° 41' 38.47'' E
31/2-17 S,60° 52' 57.08'' N,3° 27' 5.79'' E
7324/7-2,73° 29' 27.09'' N,24° 14' 2.56'' E
34/10-42 S,61° 0' 26.99'' N,2° 17' 3.46'' E
25/11-25 A,59° 8' 48.64'' N,2° 23' 21.12'' E
25/6-2,59° 33' 39.83'' N,2° 49' 13.44'' E
16/1-14,58° 53' 9.28'' N,2° 12' 10.46'' E
16/2-9 S,58° 54' 46.39'' N,2° 26' 22.8'' E
6407/11-1,64° 12' 22.82'' N,7° 29' 33.28'' E
7324/6-1,73° 39' 7.06'' N,24° 58' 35.17'' E
25/11-13,59° 11' 26.49'' N,2° 23' 24.09'' E
16/10-1,58° 3' 23.68'' N,2° 3' 14.05'' E
35/8-1,61° 21' 26.37'' N,3° 21' 44.09'' E
1/3-10,56° 55' 39.86'' N,2° 42' 20.69'' E
16/2-5,58° 48' 50.74'' N,2° 22' 11.05'' E
34/7-7,61° 26' 54.53'' N,2° 5' 55.69'' E
30/9-1,60° 28' 25.09'' N,2° 52' 45.38'' E
25/10-9,59° 6' 34.67'' N,2° 10' 7.8'' E
34/10-2,61° 6' 7.92'' N,2° 13' 39.96'' E
2/5-11,56° 42' 16.23'' N,3° 23' 1.65'' E
15/9-18,58° 21' 1.95'' N,1° 48' 12.27'' E
7121/4-2,71° 39' 26.09'' N,21° 3' 45.96'' E
2/11-4,56° 14' 50.37'' N,3° 23' 18.92'' E
6406/2-3,64° 58' 40.8'' N,6° 24' 37.71'' E
7216/11-1 S,72° 0' 56.72'' N,16° 36' 22'' E
33/12-9 S,61° 1' 46.89'' N,1° 56' 0.72'' E
30/6-23,60° 40' 58.01'' N,2° 55' 58.97'' E
25/2-10 SR,59° 53' 11.8'' N,2° 30' 8.33'' E
30/6-28 S,60° 33' 59.47'' N,2° 44' 40.7'' E
30/9-16,60° 15' 10.35'' N,2° 45' 0.84'' E
36/7-2,61° 18' 23.5'' N,4° 19' 47'' E
6608/2-1 S,66° 58' 7.03'' N,8° 23' 37.61'' E
7132/2-1,71° 51' 55.88'' N,32° 25' 56.4'' E
2/1-5,56° 47' 54.06'' N,3° 12' 21.39'' E
15/12-13,58° 2' 3.83'' N,1° 55' 4.57'' E
35/8-6 S,61° 19' 41.65'' N,3° 20' 17.06'' E
34/10-45 A,61° 12' 9.93'' N,2° 12' 5.93'' E
31/6-6,60° 41' 57.08'' N,3° 56' 4.61'' E
24/12-2,59° 12' 0.75'' N,1° 52' 53.34'' E
33/9-16,61° 23' 28.81'' N,1° 57' 1.93'' E
6406/9-1 A,64° 26' 46.85'' N,6° 48' 55.23'' E
6611/1-1,66° 47' 39.64'' N,11° 1' 11.61'' E
6610/3-1 R2,66° 55' 29.7'' N,10° 54' 6.28'' E
15/12-22,58° 12' 12.3'' N,1° 59' 14.4'' E
16/4-6 S,58° 41' 33.84'' N,2° 13' 52.02'' E
2/1-16 S,56° 51' 1.72'' N,3° 18' 52.69'' E
35/11-17,61° 3' 31.22'' N,3° 31' 56.88'' E
16/5-8 S,58° 43' 37.32'' N,2° 21' 11.7'' E
34/2-3,61° 47' 20.91'' N,2° 30' 4.6'' E
6608/10-13,66° 0' 25.47'' N,8° 18' 10.22'' E
6407/9-6,64° 19' 58.07'' N,7° 44' 23.7'' E
24/12-6 S,59° 3' 54.14'' N,1° 45' 15.24'' E
25/11-7,59° 10' 33.07'' N,2° 21' 47.23'' E
25/1-4,59° 59' 52.51'' N,2° 15' 54.8'' E
25/2-13,59° 47' 37.69'' N,2° 27' 12.52'' E
15/9-19 SR,58° 26' 9.25'' N,1° 55' 47.05'' E
30/9-13 SR,60° 21' 37.69'' N,2° 43' 17.78'' E
16/11-1 S,58° 4' 4'' N,2° 34' 8'' E
6306/10-1,63° 9' 26.32'' N,6° 19' 41.45'' E
15/12-2,58° 8' 31.05'' N,1° 55' 47.27'' E
16/5-5,58° 38' 25.84'' N,2° 20' 54.44'' E
6407/4-2,64° 35' 36.71'' N,7° 10' 35.49'' E
16/1-6 S,58° 59' 27.95'' N,2° 17' 43.07'' E
6608/10-3,66° 2' 6.66'' N,8° 4' 57.97'' E
24/9-10 A,59° 16' 34.73'' N,1° 55' 36.13'' E
7/8-5 S,57° 15' 2.65'' N,2° 34' 10.91'' E
6507/11-7,65° 10' 54.58'' N,7° 21' 52.8'' E
1/6-7,56° 33' 20.01'' N,2° 54' 11.18'' E
30/3-9,60° 47' 34.27'' N,2° 41' 43.29'' E
34/10-53 S,61° 4' 4.71'' N,2° 7' 0.34'' E
34/4-9 S,61° 30' 44.75'' N,2° 10' 18.12'' E
6507/3-5 S,65° 58' 6.5'' N,7° 48' 35.4'' E
6707/10-3 S,67° 11' 31.58'' N,7° 19' 34.06'' E
31/2-16 S,60° 46' 0.2'' N,3° 25' 26.9'' E
2/11-6 SR,56° 10' 35.5'' N,3° 27' 36.72'' E
6506/12-12 S,65° 13' 1.19'' N,6° 54' 29.77'' E
2/1-14 S,56° 54' 17.31'' N,3° 5' 6.38'' E
7120/7-2,71° 19' 11.49'' N,20° 19' 44.31'' E
16/2-13 A,58° 49' 58.48'' N,2° 39' 10.34'' E
30/8-2,60° 27' 24.51'' N,2° 21' 47.92'' E
31/4-2,60° 36' 14.6'' N,3° 0' 26.7'' E
7/12-3,57° 6' 24.54'' N,2° 48' 41.56'' E
2/11-10 S,56° 10' 35.52'' N,3° 27' 36.22'' E
7119/12-2,71° 0' 51.81'' N,19° 58' 20.81'' E
7224/6-1,72° 37' 29.09'' N,24° 54' 43.41'' E
25/1-8 SR3,59° 54' 3.28'' N,2° 6' 9.79'' E
2/7-10,56° 28' 31.7'' N,3° 4' 59.7'' E
16/8-2,58° 20' 59.81'' N,2° 24' 59.58'' E
25/4-1,59° 34' 27.3'' N,2° 13' 22.6'' E
6506/6-1,65° 31' 54.88'' N,6° 57' 47.3'' E
30/11-10,60° 14' 4.27'' N,2° 30' 37.16'' E
25/8-8 B,59° 25' 51.87'' N,2° 24' 18.73'' E
6407/8-7,64° 23' 4.27'' N,7° 33' 42.94'' E
31/2-1,60° 46' 19.16'' N,3° 33' 15.87'' E
25/3-1,59° 55' 52.99'' N,2° 46' 21.34'' E
9/1-1 S,57° 53' 37.03'' N,4° 0' 56.02'' E
29/6-1,60° 32' 17.94'' N,1° 59' 24.05'' E
30/6-18,60° 30' 30.65'' N,2° 41' 20.65'' E
6508/5-1,65° 42' 51.22'' N,8° 28' 35.37'' E
8/1-1,57° 51' 45.5'' N,3° 12' 27.64'' E
2/7-23 S,56° 19' 59.81'' N,3° 14' 53.63'' E
34/3-3 A,61° 47' 42.49'' N,2° 43' 4.38'' E
16/1-33 S,58° 58' 42.92'' N,2° 10' 30.77'' E
31/4-9,60° 32' 2.29'' N,3° 5' 26.92'' E
36/1-2,61° 53' 0.25'' N,4° 0' 52.19'' E
7124/3-1,71° 45' 36.03'' N,24° 46' 49.99'' E
6305/12-1,63° 1' 25.73'' N,5° 47' 23.94'' E
6407/7-3 R,64° 16' 44.34'' N,7° 9' 0.13'' E
34/7-33,61° 19' 2.5'' N,2° 5' 46.4'' E
2/4-23 S,56° 41' 26.95'' N,3° 6' 6.95'' E
6507/8-2,65° 20' 18.11'' N,7° 26' 15.04'' E
24/6-1,59° 36' 0.25'' N,1° 55' 25.16'' E
6507/7-10,65° 23' 26.83'' N,7° 19' 56.32'' E
2/9-6 S,56° 21' 35.26'' N,3° 53' 5.25'' E
6507/3-3 B,65° 48' 3.73'' N,7° 43' 28.69'' E
7120/8-3,71° 27' 48.77'' N,20° 36' 9.47'' E
7/12-6,57° 7' 16.85'' N,2° 50' 4.14'' E
34/10-46 S,61° 10' 33.86'' N,2° 11' 23.22'' E
30/6-4,60° 30' 35.66'' N,2° 50' 53.78'' E
25/10-1 R,59° 11' 21.72'' N,2° 19' 11.83'' E
2/7-16,56° 25' 21.68'' N,3° 5' 41.87'' E
16/2-19,58° 54' 12.28'' N,2° 29' 37.71'' E
6407/7-8,64° 25' 49.3'' N,7° 7' 38.5'' E
7/7-4,57° 22' 37.81'' N,2° 16' 4.1'' E
6607/12-4,66° 3' 39.79'' N,7° 59' 5.89'' E
16/2-22 A,58° 55' 33.5'' N,2° 24' 33.2'' E
6407/9-7,64° 29' 48.05'' N,7° 51' 44.9'' E
34/10-25,61° 12' 11.6'' N,2° 12' 12.77'' E
34/2-1,61° 46' 28.06'' N,2° 33' 6.2'' E
15/3-10,58° 49' 9.04'' N,1° 52' 2.38'' E
25/11-14 SR,59° 11' 17.31'' N,2° 22' 11.64'' E
6407/9-4,64° 22' 14'' N,7° 43' 21.84'' E
6305/5-3 S,63° 34' 53.76'' N,5° 25' 7.38'' E
30/11-7,60° 0' 21.24'' N,2° 22' 25.62'' E
6608/10-1,66° 6' 56.92'' N,8° 10' 0.72'' E
6204/11-1,62° 11' 16.96'' N,4° 23' 57.85'' E
25/8-7,59° 28' 28.43'' N,2° 34' 28.57'' E
34/10-11,61° 13' 20.84'' N,2° 17' 32.9'' E
24/6-2,59° 33' 32.41'' N,1° 57' 17.26'' E
3/7-5,56° 28' 47'' N,4° 18' 17.6'' E
2/4-14 R,56° 41' 5.26'' N,3° 8' 43.08'' E
17/3-1,58° 55' 2.5'' N,3° 48' 21.33'' E
6506/11-8,65° 7' 13.6'' N,6° 26' 49.3'' E
25/2-1,59° 55' 30.2'' N,2° 23' 2'' E
34/8-8 R,61° 22' 46.19'' N,2° 28' 43.81'' E
34/7-19 R,61° 23' 38.96'' N,2° 5' 31.46'' E
3/7-11 S,56° 21' 48.47'' N,4° 8' 44.77'' E
6407/7-4 R,64° 15' 43.43'' N,7° 13' 25.84'' E
6406/8-1,64° 21' 55.01'' N,6° 26' 48.16'' E
31/7-1 A,60° 25' 31.55'' N,3° 1' 28.23'' E
16/1-7,58° 55' 58.63'' N,2° 7' 42.36'' E
30/9-17,60° 17' 39.08'' N,2° 49' 19.44'' E
2/6-6 S,56° 30' 40.73'' N,3° 54' 49.22'' E
7219/8-2,72° 19' 17.55'' N,19° 35' 21.28'' E
15/5-7,58° 33' 22.2'' N,1° 39' 19.3'' E
6507/5-9 A,65° 39' 35.84'' N,7° 38' 50.85'' E
34/8-4 S,61° 19' 29.58'' N,2° 25' 18.67'' E
16/3-1,58° 47' 12.88'' N,2° 47' 32.25'' E
3/6-1,56° 35' 0.14'' N,4° 53' 30.35'' E
30/9-24,60° 29' 4.7'' N,2° 42' 43.2'' E
33/9-6,61° 25' 12.8'' N,1° 48' 43.09'' E
25/10-2,59° 9' 39.27'' N,2° 11' 35.88'' E
2/7-7,56° 22' 2'' N,3° 15' 20'' E
31/2-17 BR,60° 52' 57.08'' N,3° 27' 5.79'' E
25/2-20,59° 52' 27.05'' N,2° 27' 29.23'' E
34/10-55 S,61° 12' 54.7'' N,2° 16' 26.88'' E
6608/10-12,66° 13' 45.69'' N,8° 18' 45.7'' E
6407/7-5,64° 18' 24.34'' N,7° 10' 50.58'' E
2/7-5,56° 28' 43'' N,3° 9' 28'' E
1/3-10 A,56° 55' 39.86'' N,2° 42' 20.69'' E
6407/10-4,64° 7' 51.78'' N,7° 1' 28.32'' E
30/6-22,60° 43' 57.26'' N,2° 58' 53.12'' E
16/1-10,58° 51' 14.61'' N,2° 16' 30.85'' E
30/11-9 S,60° 6' 10.86'' N,2° 35' 13.44'' E
7120/2-1,71° 58' 57.94'' N,20° 28' 35.09'' E
30/10-3,60° 3' 12.27'' N,2° 10' 2.06'' E
35/9-4 S,61° 19' 32.5'' N,3° 57' 55.23'' E
6407/8-5 S,64° 20' 56.6'' N,7° 33' 44.3'' E
25/10-4,59° 11' 25.53'' N,2° 19' 49.62'' E
25/8-14 S,59° 17' 53.39'' N,2° 30' 22.03'' E
34/8-17 S,61° 26' 5.92'' N,2° 35' 20.7'' E
25/11-2,59° 13' 0.5'' N,2° 24' 33.35'' E
2/8-10,56° 15' 53.32'' N,3° 24' 58.81'' E
15/12-17 A,58° 1' 42.68'' N,1° 55' 23.46'' E
16/3-8 S,58° 48' 23.35'' N,2° 40' 27.66'' E
24/9-1,59° 16' 9.48'' N,1° 47' 31.18'' E
8/10-4 A,57° 3' 53.8'' N,3° 2' 43.6'' E
2/11-11,56° 12' 11.75'' N,3° 23' 26.53'' E
25/11-27,59° 14' 15.09'' N,2° 32' 49.75'' E
6407/5-1,64° 36' 22.4'' N,7° 28' 26.54'' E
33/9-10,61° 28' 0.21'' N,1° 46' 29.63'' E
7119/12-4,71° 1' 42.91'' N,19° 49' 20.56'' E
25/7-4 S,59° 15' 30'' N,2° 15' 58.99'' E
25/5-9,59° 37' 4.69'' N,2° 23' 47.12'' E
35/11-11,61° 6' 31.42'' N,3° 33' 49.08'' E
6406/2-2 R,64° 49' 46.35'' N,6° 34' 15.43'' E
9/2-10,57° 48' 57.78'' N,4° 32' 7.6'' E
16/5-7,58° 42' 12.13'' N,2° 31' 8.81'' E
15/3-9,58° 49' 14.04'' N,1° 46' 20.71'' E
15/12-19,58° 0' 13.64'' N,1° 55' 16.36'' E
30/5-3 S,60° 39' 26.2'' N,2° 39' 33.2'' E
25/11-8,59° 11' 17.33'' N,2° 21' 39.92'' E
9/12-1,57° 11' 40'' N,4° 57' 21'' E
7/4-1,57° 44' 11.92'' N,2° 11' 38.95'' E
7128/6-1,71° 31' 4.99'' N,28° 49' 3.41'' E
6604/6-1,66° 36' 15.35'' N,4° 53' 56.34'' E
25/1-11 A,59° 47' 25.12'' N,2° 13' 6.43'' E
10/5-1,57° 34' 51.9'' N,5° 35' 25'' E
35/11-16 S,61° 8' 14.37'' N,3° 30' 35.87'' E
31/8-1,60° 22' 11.23'' N,3° 34' 4.94'' E
15/3-12 A,58° 46' 53.25'' N,1° 54' 13.44'' E
6507/3-7,65° 49' 24.3'' N,7° 43' 8.1'' E
25/6-5 S,59° 35' 27.12'' N,2° 45' 39.45'' E
11/10-1,57° 0' 46'' N,6° 10' 4.7'' E
29/9-1,60° 28' 33.19'' N,1° 59' 58.95'' E
33/9-8,61° 26' 17.44'' N,1° 55' 4.87'' E
2/7-12,56° 29' 43.76'' N,3° 0' 36.37'' E
25/2-18 A,59° 49' 30.11'' N,2° 37' 54.1'' E
6707/10-2 S,67° 2' 48.8'' N,7° 3' 38.3'' E
6608/10-8 A,66° 3' 34.07'' N,8° 10' 42.92'' E
6305/4-1,63° 34' 17.76'' N,5° 17' 55.93'' E
34/7-16 R2,61° 23' 13.06'' N,2° 6' 59.12'' E
6305/1-1,63° 46' 59.72'' N,5° 16' 19.57'' E
6407/8-7 A,64° 23' 4.27'' N,7° 33' 42.94'' E
2/7-8,56° 23' 8.6'' N,3° 19' 6.6'' E
2/4-13,56° 41' 3.98'' N,3° 8' 44.53'' E
25/1-8 SR2,59° 54' 3.28'' N,2° 6' 9.79'' E
6407/8-6,64° 21' 12.7'' N,7° 27' 44.48'' E
6507/7-16 S,65° 19' 54.62'' N,7° 11' 51.72'' E
7120/1-1 R2,71° 55' 0.83'' N,20° 18' 7.13'' E
6608/11-2,66° 7' 29.32'' N,8° 20' 57.39'' E
15/3-2,58° 59' 0.5'' N,1° 47' 12.6'' E
30/7-7,60° 16' 19.3'' N,2° 16' 7.3'' E
8/11-1,57° 6' 32'' N,3° 38' 25'' E
31/5-7,60° 34' 35.15'' N,3° 26' 36.15'' E
35/11-1,61° 10' 59.27'' N,3° 39' 44.95'' E
16/1-12,58° 48' 22.53'' N,2° 15' 50.77'' E
7317/9-1,73° 27' 50.46'' N,17° 48' 10.53'' E
31/2-19 S,60° 54' 37.5'' N,3° 22' 17.32'' E
7132/2-2,71° 50' 28.37'' N,32° 23' 17.84'' E
6507/7-15 S,65° 25' 31.81'' N,7° 5' 56.11'' E
6608/10-6,66° 3' 55.95'' N,8° 15' 26.07'' E
7120/6-3 S,71° 41' 2.43'' N,20° 43' 16.97'' E
7122/4-1,71° 44' 50.47'' N,22° 5' 6.39'' E
24/9-3,59° 22' 25.38'' N,1° 46' 27.28'' E
16/1-3,58° 48' 48.9'' N,2° 2' 56.45'' E
1/3-12 S,56° 45' 11.19'' N,2° 49' 43.61'' E
35/10-6,61° 11' 6.13'' N,3° 15' 10.71'' E
2/8-5,56° 29' 58.7'' N,3° 27' 19.7'' E
16/3-7,58° 45' 39.65'' N,2° 44' 42.53'' E
15/9-3,58° 29' 10.04'' N,1° 41' 38.46'' E
7435/12-1,74° 4' 18.21'' N,35° 48' 31.06'' E
31/2-9,60° 52' 54.34'' N,3° 28' 3.43'' E
25/8-9 A,59° 28' 6.08'' N,2° 30' 24.9'' E
6507/11-1,65° 4' 43.95'' N,7° 29' 23.31'' E
31/7-2 A,60° 24' 18.14'' N,3° 2' 23.75'' E
34/7-26 S,61° 16' 29.38'' N,2° 7' 11.41'' E
34/7-18,61° 19' 10.75'' N,2° 6' 40.26'' E
34/10-48 S,61° 12' 53.78'' N,2° 16' 27.79'' E
2/8-6,56° 15' 42.91'' N,3° 23' 40.81'' E
15/9-13,58° 22' 25.96'' N,1° 56' 2.86'' E
15/5-2,58° 38' 36.74'' N,1° 36' 16.48'' E
1/3-4,56° 56' 39.21'' N,2° 43' 0.23'' E
34/11-1,61° 4' 44.46'' N,2° 30' 22.74'' E
35/10-4 S,61° 8' 55.44'' N,3° 17' 4.98'' E
6406/3-3,64° 59' 49.18'' N,6° 53' 27.64'' E
33/12-6,61° 4' 36.41'' N,1° 57' 17.76'' E
34/10-45 S,61° 12' 9.93'' N,2° 12' 5.93'' E
6608/10-18 A,66° 6' 9.54'' N,8° 4' 23.11'' E
6706/12-2,67° 5' 8.64'' N,6° 52' 0.65'' E
2/7-31,56° 20' 12.4'' N,3° 5' 15.4'' E
6506/11-7,65° 10' 6.69'' N,6° 28' 12.96'' E
6204/10-2 R,62° 2' 41.24'' N,4° 7' 4.59'' E
1/6-6,56° 36' 41.13'' N,2° 57' 18.19'' E
6205/3-1 R,62° 57' 8.62'' N,5° 56' 38.11'' E
30/11-11 A,60° 4' 29.83'' N,2° 38' 8.82'' E
34/7-22,61° 16' 42.37'' N,2° 10' 18.72'' E
7335/3-1,73° 59' 49.86'' N,35° 50' 13.73'' E
2/1-3,56° 54' 41.39'' N,3° 6' 30.39'' E
7221/4-1,72° 36' 11.44'' N,21° 17' 51.4'' E
16/6-1,58° 42' 6'' N,2° 54' 44'' E
34/8-14 D,61° 18' 37.9'' N,2° 20' 32.9'' E
30/7-8 R,60° 29' 43.08'' N,2° 0' 20.56'' E
34/10-46 B,61° 10' 33.86'' N,2° 11' 23.22'' E
35/12-5 S,61° 13' 1.66'' N,3° 49' 39.22'' E
34/10-34 R,61° 13' 4.19'' N,2° 8' 4.69'' E
35/8-4,61° 21' 32.95'' N,3° 30' 20.41'' E
25/8-17 A,59° 23' 32.14'' N,2° 20' 2.2'' E
34/10-27 R,61° 10' 31.12'' N,2° 11' 23.96'' E
30/2-4 S,60° 51' 21.37'' N,2° 39' 0.53'' E
9/3-1,57° 49' 45.19'' N,4° 45' 58.38'' E
25/7-5,59° 29' 39.81'' N,2° 1' 3.44'' E
15/12-13 A,58° 2' 3.83'' N,1° 55' 4.57'' E
6603/12-1,66° 8' 52.35'' N,3° 56' 29.67'' E
6507/6-3,65° 38' 58.4'' N,7° 55' 37.6'' E
2/7-14 R,56° 29' 20.3'' N,3° 14' 2.65'' E
25/11-16,59° 7' 6.55'' N,2° 23' 6.2'' E
7/8-4,57° 15' 28.03'' N,2° 25' 46.23'' E
7120/12-3,71° 11' 43.31'' N,20° 46' 43.7'' E
25/11-15,59° 11' 3.5'' N,2° 29' 3.82'' E
15/9-21 S,58° 25' 4.55'' N,1° 43' 4.57'' E
2/2-6,56° 48' 17.52'' N,3° 26' 7.49'' E
15/12-13 B,58° 2' 3.83'' N,1° 55' 4.57'' E
17/9-1,58° 28' 27.26'' N,3° 50' 16.18'' E
6306/5-1,63° 41' 56.42'' N,6° 33' 35.29'' E
30/3-2,60° 47' 49.23'' N,2° 55' 18.06'' E
6406/11-1 S,64° 2' 45.9'' N,6° 36' 14.16'' E
33/5-2,61° 39' 47.14'' N,1° 37' 17.4'' E
6407/9-3,64° 19' 48.94'' N,7° 46' 30.91'' E
8/10-2,57° 8' 6.9'' N,3° 18' 9.5'' E
6706/12-1,67° 2' 43.3'' N,6° 52' 37.6'' E
31/4-3,60° 35' 12.2'' N,3° 5' 38.1'' E
30/6-15,60° 32' 18.49'' N,2° 45' 49.64'' E
7016/2-1,70° 50' 48.93'' N,16° 33' 33.23'' E
25/8-5 SR,59° 27' 27.1'' N,2° 21' 52.15'' E
34/6-2 S,61° 35' 24.47'' N,2° 45' 14.08'' E
35/10-3,61° 2' 47.96'' N,3° 7' 40.22'' E
15/9-15,58° 18' 7.45'' N,1° 55' 19.67'' E
16/3-6,58° 49' 7.86'' N,2° 42' 11.4'' E
32/4-3 S,60° 30' 37.59'' N,4° 9' 8.11'' E
6607/2-1,66° 49' 20.18'' N,7° 22' 15.5'' E
16/1-4,58° 51' 55.2'' N,2° 17' 56.12'' E
34/6-1 S,61° 34' 56.34'' N,2° 41' 7.7'' E
34/10-36,61° 6' 48.49'' N,2° 10' 35.15'' E
2/11-12 S,56° 10' 10.93'' N,3° 26' 12.54'' E
6407/1-3,64° 52' 25.48'' N,7° 2' 53.47'' E
25/2-14,59° 45' 53.52'' N,2° 35' 23.04'' E
15/9-23,58° 16' 29.1'' N,1° 52' 23.2'' E
34/10-20,61° 1' 20.39'' N,2° 17' 45.74'' E
35/8-6 A,61° 19' 41.65'' N,3° 20' 17.06'' E
30/8-1 SR,60° 27' 46.93'' N,2° 38' 6.53'' E
7/12-13 S,57° 1' 20.46'' N,2° 51' 24.4'' E
25/1-8 SR4,59° 54' 3.28'' N,2° 6' 9.79'' E
35/3-3,61° 51' 54.6'' N,3° 52' 25.8'' E
6706/12-3,67° 4' 5.85'' N,6° 43' 54.29'' E
34/10-24,61° 10' 32.65'' N,2° 11' 28.1'' E
6406/12-4 S,64° 1' 7.48'' N,6° 46' 31.29'' E
34/7-3,61° 25' 54.08'' N,2° 7' 43.89'' E
7324/3-1,73° 57' 27.39'' N,24° 41' 4.86'' E
2/7-15,56° 23' 46.82'' N,3° 18' 54.63'' E
6407/8-4 S,64° 26' 47.8'' N,7° 38' 54.2'' E
2/3-1,56° 53' 9.46'' N,3° 51' 38.08'' E
15/6-2,58° 32' 47.58'' N,1° 41' 54.09'' E
3/5-2,56° 32' 34.46'' N,4° 23' 11.1'' E
25/1-7,59° 55' 8.28'' N,2° 4' 52.33'' E
35/9-14,61° 25' 19.87'' N,3° 49' 41.93'' E
34/10-37 A,61° 8' 9.78'' N,2° 0' 55.81'' E
24/12-4,59° 11' 36.95'' N,1° 45' 42.69'' E
24/9-5,59° 29' 6.52'' N,1° 55' 10.82'' E
34/8-13 S,61° 24' 15.8'' N,2° 34' 52'' E
3/4-2 S,56° 38' 47.24'' N,4° 5' 38.18'' E
6507/12-1,65° 7' 1.62'' N,7° 42' 42.61'' E
30/10-4,60° 0' 25.07'' N,2° 4' 6.19'' E
