,Formation,ID,Group,Name,Lithology,Period
0,Sandnes Formation,sandnes formation,vestland group,Sandnes Formation,"In the type well the Sandnes Formation consists of a massive white, very fine to coarse grained glauconitic sandstone. It is firm to friable, poorly sorted and slightly silty. In other wells (e.g. 18/11-1) the formation comprises inter-bedded sandstones and shales. The shales are generally dark grey to brown, micaceous and occasionally carbonaceous. ",Callovian. 
0,Sassendalen Group,sassendalen group,,Sassendalen Group,The Sassendalen Group comprises clastic sediments of Early and Middle Triassic age in Svalbard and on the Barents Sea Shelf. Dominant lithologies are shales and siltstones with subordinate sandstones and minor amounts of carbonate rocks. ,Early and Middle Triassic. 
0,Sauda Formation,sauda formation,boknfjord group,Sauda Formation,"The lower part is mainly a dark grey claystone with some siltstone and pyrite. The upper part is more silty, commonly developed as a siltstone. Shell fragments and pyrite are common. ",Middle to Late Volgian. 
0,Sele Formation,sele formation,rogaland group,Sele Formation,"The Sele Formation consists of tuffaceous montmorillonite-rich shales and siltstones which are medium to dark grey or greenish-grey. They are finely laminated and carbonaceous, with minor interbeds of laminated sandstone which is frequently glauconitic. ",Late Paleocene. 
0,Shetland Group,shetland group,,Shetland Group,"The group consists of the chalk facies of chalky limestones, limestones, marls, and calcareous shales and mudstones. Chert (flint) occurs throughout the facies. The siliciclastic facies consists of mudstones and shales, partly interbedded with limestones. Minor amounts of sandstones are present in the lower part in the Agat Discovery area (block 35/3). The shales and sandstones are slightly to very calcareous. In the Maastrichtian sequence the quantity of limestones are generally higher on the Horda Platform than in the Viking Graben.^On Haltenbanken the group consists of claystones interbedded with minor amounts of carbonates and sandstones. ",In the North Sea the group ranges in age from Cenomanian to Danian. The siliciclastic facies is restricted in age to the Late Cretaceous.^In the Norwegian Sea ages range from Turonian to Maastrichtian. 
0,Skade Formation1),skade formation1),,Skade Formation1),"The formation consists of marine sandstones with thin claystone interbeds. The sandstones are clear to light grey, usually fine to medium, occasionally coarse grained, with subrounded to rounded grains which are moderately to well sorted. Traces of fossils, shell fragments, mica and abundant glauconite occur. In some wells the sandstones are interbedded with silty claystones as illustrated by reference well 15/9-13 (Fig 5.67). The formation often interfingers with the unnamed claystones of the Hordaland Group. ",Late Oligocene. 
0,Skagerrak Formation,skagerrak formation,hegre group,Skagerrak Formation,"The formation consists of interbedded conglomerates, sandstones, siltstones and shales. Various shades of reds and browns are the dominant colours but light to dark grey beds are also present. Sandstones may be orthoquartzitic arkosic or highly lithic. Anhydrite, dolomite and limestone are subordinate lithologies. ",Middle to Late Triassic. It may possibly extend down to the Early Triassic in the areas of maximum development. 
0,Sleipner Formation,sleipner formation,vestland group,Sleipner Formation,"The formation consists of a mixed sandstone and silty claystone lithology with coal measures. The sandstones are non-calcareous, light to medium brown, fine to medium grained, with occasional coarse and pebbly layers. The sandstones show a moderate to poor sorting with sub-angular to sub-rounded grains. The silty claystones are medium to dark grey or greyish brown, micromicaceous, hard and slightly fissile. Coal fragments, fossil leaves and root hairs are commonly found. The coals are mature, black and massive, often with thin laminations of silty claystone. ","Usually Bajocian to Bathonian, but can locally be as young as Callovian (e.g. 15/12-1). "
0,Smith Bank Formation,smith bank formation,hegre group,Smith Bank Formation,"The formation consists of a monotonous sequence of brick red, somewhat silty, claystones with a few thin sandstone streaks and some anhydrite bands, especially in the lower part. Minor components, particularly in the Norwegian sector, are conglomerate, dark shale, marl, limestone and dolomite. In some localities sandy units may be present at the base. Over most of the eastern sector of the North Sea these sandy units are local and unconnected but south-eastward they become more continuous. ",Early to possibly Late Triassic. 
0,Snadd Formation,snadd formation,storfjorden subgroup,Snadd Formation,"Basal grey shales coarsen up into shales with interbeds of grey siltstones and sandstones. Limestones and calcareous interbeds are relatively common in the lower and middle parts of the unit, while thin coaly lenses are developed locally further up. Distinctive dusky red-brown shales occur near the top of the unit. Lateral and vertical lithological variations may provide the basis for 2 to 4 member subdivisions or for the establishment of several formations. ",A Ladinian to early Norian age is suggested. Correlations around the Ladinian/Carnian transition suggest earlier deposition of coarse elastics in central than in southern parts of the Hammerfest Basin. 
0,Sognefjord Formation,sognefjord formation,viking group,Sognefjord Formation,"The formation consists of sandstones and sands, grey-brown in colour, medium to coarse grained, well sorted and friable to unconsolidated. Locally the formation is weakly micaceous with minor argillaceous and carbonaceous beds. Bioclastic material and occasional cemented bands occur locally. ",Oxfordian to Kimmeridgian/Volgian. 
0,Sola Formation,sola formation,cromer knoll group,Sola Formation,"The Sola Formation consists of shales interbedded with stringers of marlstone and limestone. The carbonate content is lower than that in the underlying Tuxen and Åsgard formations and the overlying Rødby Formation. The colour is black or dark grey, but olive-grey, brown and red colours occur. The shales are finely laminated and often very pyritic. ",The Sola Formation is of Mid Aptian-Early Albian age. A possible Middle (Late) Barremian-Albian age is recorded from Danish wells (Heilmann-Clausen 1986). 
0,Soldogg Formation,soldogg formation,billefjorden group,Soldogg Formation,"Sandstones and conglomeratic sandstones with thin beds and laminae of carbonaceous siltstones, shales and coal dominate the formation. The cored interval in well 7128/4-1 (core 4) consists of cross-bedded and laminated sandstones and siltstones with three coal beds, each less than 1 m thick (Fig 9.8 ,9.13). Coal beds occur most abundantly in the upper part of the formation in this well, but are not as abundant as in the overlying Tettegras Formation. Petrographic examination of sidewall cores and cuttings from well 7128/6-1 shows a dominance of medium- to coarse-grained quartzose sandstones similar to those observed in well 7128/4-1. Shallow core 7029/03-U-01 is dominated by fining-upward units of conglomerates and laminated and trough cross-bedded sandstones (Fig 9.14 , 9.15). Siltstones are rare in this core. ","Based on palynological data, the basal Soldogg Formation is no older than the middle Viséan TC Miospore Zone in well 7128/4-1 (Geochem Group 1994). The rest of the formation in this well is assigned to the NM Miospore Zone in terms of the NW European Miospore zonation of Clayton et al. (1977). Simon-Robertson (1992) assigned the interval assigned herein to the Soldogg Formation in well 7128/6-1 to the upper part of the TC and the NM Miospore zones and a similar age range is given for the formation in 7029/03-U-01 (Bugge et al. 1995). "
0,Sotbakken Group,sotbakken group,,Sotbakken Group,"The group is dominated by claystones, with only minor siltstone, tuffaceous and carbonate horizons. ",Preserved sequences show a late Paleocene (Thanetian) to early/middle Eocene (Ypresian/ Lutetian) age in central and eastern parts of the Hammerfest Basin. Oligocene sequences may also be present in western wells. 
0,Spekk Formation,spekk formation,viking group,Spekk Formation,The formation consists of dark brown to dark grey shale. The shale is predominantly non-calcareous. Parts of the unit may be silty. The organic content (mainly of type II kerogen) is very high. ,Oxfordian to Ryazanian. 
0,Springar Formation,springar formation,shetland group,Springar Formation,Predominantly greyish-green claystones interbedded with stringers of carbonates and sandstones. ,Campanian to Maastrichtian. 
0,Statfjord Group,statfjord group,,Statfjord Group,"The group exhibits a transition from continental to shallow marine sediments. In the type well area it is a transitional ""coarsening upward"" sequence in the basal parts consisting of grey, green and sometimes red shale interbedded with thin siltstones, sandstones and dolomitic limestones. Above are massive white to grey sandstone bodies interbedded with greenish-grey to red-brown shales. The top part of the group consists of thick, white to grey, fossiliferous and glauconitic sandstones. On the Horda Platform, east of the Viking Graben, the group consists of massive, white, fine to coarse grained sandstones inter-bedded with light grey, and sometimes red, silty micaceous, lignitic shales. Towards the east the frequency of black, coaly shales and coal layers increases. ",The formation ranges in age from Rhaetian to Sinemurian. 
0,Steinkobbe Formation,steinkobbe formation,sassendalen group,Steinkobbe Formation,"The Steinkobbe Formation is dominated by phosphatic, organic-rich mudstone (TOC 1.5 – 9%), but also contains siltstone beds. The lower part of the formation contains papery, finely laminated, unbioturbated mudstone. Some bioturbation occurs higher up where it partly disturbs the lamination. Phosphate nodules are abundant, both globular and flattened, and are commonly a few centimetres in diameter, although individual nodules may reach larger diameters than the drill core (>5cm). There are also thin beds of carbonate cemented siltstone. Pyrite is abundant throughout the unit. Siltstone dominate in the middle part (7323/07-U-01 and -07), where ripples are developed locally. Flattened bivalves and ammonoids occur commonly. ","Spathian – Anisian, based on ammonoids and palynology. "
0,Stø Formation,stø formation,realgrunnen subgroup,Stø Formation,"Moderately to well-sorted and mineralogically mature sandstones are dominant. Thin units of shale and siltstone are clear markers; phosphatic lag conglomerates occur in some wells, especially in upper parts of the unit. ","A late Pliensbachian to Bajocian age is indicated by present data. The base is apparently diachronous, younging from west to east in the Hammerfest Basin. "
0,Svarte Formation,svarte formation,shetland group,Svarte Formation,"The formation generally consists of mudstones interbedded with limestones. Sandstones occur in the Agat area. The content of limestones relative to mudstones is generally lower in the northern than in the southern part of the Viking Graben. The mudstones are medium to light grey, often calcareous, occasionally micaceous, glauconitic and pyritic. The limestones are mainly white to medium grey, argillaceous or sandy. The sandstones are clear to light grey and often cemented by calcite. ",Cenomanian. 
0,Tang Formation,tang formation,rogaland group,Tang Formation,Dark grey to brown claystone with minor sandstone and limestone. ,Danian to late Paleocene. 
0,Tarbert Formation,tarbert formation,brent group,Tarbert Formation,"In the type well section it consists of grey to brown relatively massive fine to medium grained sandstone with subordinate thin siltstone, shale and coal beds and some calcareous bands. On the Horda Platform the formation usually constitutes one or more ""coarsening upward"" sequences of fine to medium, occasionally coarse, micaceous and carbonaceous sandstones, which become increasingly silty and argillaceous downward. Stringers of calcite cemented sandstone and coal beds occur in this area. ",Bajocian to Bathonian. 
0,Tare Formation,tare formation,rogaland group,Tare Formation,"Dark grey, green or brown claystones with some thin sandstone stringers show a variable content of tuff. ",Late Paleocene. 
0,Tau Formation,tau formation,boknfjord group,Tau Formation,"The Tau Formation consists of dark grey to black, pyritic, fissile, organic-rich slightly to non-calcareous shales. ",Kimmeridgian to Early Volgian. 
0,Teist Formation (informal),teist formation (informal),,Teist Formation (informal),"The Teist Formation consists of interbedded sandstone, claystone and marl. The sandstones are dominantly very fine to fine-grained, dark red brown and calcareous. In addition white and pink, medium to coarse sandstone is present in the upper levels of the succession. Red marl forms the main argillaceous lithology with green and dark grey claystone as subordinate constituents. In the type well ( 33/12-5) the formation is a gradual coarsening upward succession with an upward increase in sandstone/ shale ratio. To the north, in the reference well ( 33/5-1), fine-grained sandstone is the dominant lithology throughout most of the formation except for the lowermost 24 m which consist of a red marl. ",Probably early Triassic (?Scythian) in well 33/5-1 to late Triassic (Carnian) in well 33/12-5. 
0,Tempelfjorden Group,tempelfjorden group,,Tempelfjorden Group,"The Tempelfjorden Group is characterised by dark to light grey spiculites, spiculitic cherts, silicified skeletal limestones and fine-grained siliciclastics including marls, calcareous claystones, shales and silt/sandstones in the offshore areas. In the southwestern Hammerfest Basin ( 7120/12-4 and 7120/12-2) the group contains a significant proportion of coarse siliciclastics. Elsewhere in the Norwegian Barents Sea, spiculites and silicified skeletal carbonates dominate. The carbonates contain a fauna dominated by brachiopods, sponges, bryozoans and crinoids. The condensed development of the Miseryfjellet Formation on the Stappen High contains herringbone cross-bedded sandstones and highly condensed silicified skeletal limestones. ",The Tempelfjorden Group is dated as late Artinskian to ?Tatarian in the onshore areas (Nakrem 1991; Mangerud 1994). Palynological data from cores 7128/12-U-01 and 7129/10-U-01 indicate a ?Kungurian to Kazanian (-?Tatarian) age for the group updip onthe Finnmark Platform (Mangerud 1994; Bugge et al. 1995). Palynomorphs from exploration wells indicate a general mid- to late Permian age for the group without permitting a more detailed internal zonation. 
0,Tettegras Formation,tettegras formation,billefjorden group,Tettegras Formation,"The formation is dominated by alternating beds of fine-grained sandstone, siltstone, claystone and coal. The sediments are generally stacked to form less than 5 m thick fining upward units of supposed delta-plain or coastal flood-plain origin, separated by thicker units of fluvial sandstone and siltstone. Well logs suggest that the cored intervals are representative of the entire unit in this area. ","In the type well (7128/6-1) the interval below 2251 m is assigned to the Viséan TC-NM Miospore zones of Clayton et al. (1977) whereas the upper part is dated as belonging to the VF Miospore Zone (Simon-Robertson 1992). Similar ages are reported from well 7128/4-1 (Geochem Group, 1994), whereas the formation is dated as belonging entirely to the TC-NM Miospore zones in the IKU cores 7027/10-U-02 and –03 (Bugge et al. 1995). "
0,Tilje Formation,tilje formation,båt group,Tilje Formation,Very fine to coarse-grained sandstones are interbedded with shales and siltstones. The sandstones are commonly moderately sorted with a high clay content and most beds are bioturbated. Shale clasts and coaly plant remains are common. Pure shale beds are rare; most of the finer grained interbeds are silty or sandy. ,Sinemurian to Pliensbachian. 
0,Tofte Formation,tofte formation,båt group,Tofte Formation,"The Tofte Formation consists of moderately to poorly sorted coarse-grained sandstones which often show large-scale cross bedding. In the type section the quartz content is generally higher than 90%, although the sediment is texturally immature. Bioturbation occurs throughout the cored intervals, especially in zones of very poor sorting and high clay content. ",Pliensbachian to Toarcian. 
0,Tor Formation,tor formation,shetland group,Tor Formation,"In the type well the formation consists of white to light grey, tan to pink, hard, chalky limestones. The formation is generally homogenous, or consists of alternating white, grey or beige, moderately hard to very hard, rarely soft, mudstones or wackestones, rarely packstones, chalks, chalky limestones or limestones. Occasional fine layers of soft grey-green or brown marl occur and also rare stringers of grey to green calcareous shales. ",Late Campanian to Maastrichtian. 
0,Torsk Formation,torsk formation,sotbakken group,Torsk Formation,"Light to medium grey or greenish-grey generally non-calcareous claystones dominate in the type well. Rare siltstone/limestone stringers occur throughout the section, and tuffaceous horizons are often seen in the lower parts of the unit. ",Late Paleocene to Oligocene. 
0,Tryggvason Formation,tryggvason formation,shetland group,Tryggvason Formation,"The Tryggvason Formation consists generally of mudstones with interbedded limestones. Interbedded sandstones are common in the Agat area. The content of limestones relative to mudstones is generally lower in the northern part of the Viking Graben (from blocks 30/2 and 30/3 northwards) than in the southern part. At the transition between the Viking Graben and the Horda Platform (e.g. block 30/11, (Fig 5.36), the formation consists of limestone. The mudstones are light to dark grey, often calcareous, occasionally micaceous, glauconitic and pyritic. The limestones are white to light grey or brownish grey and argillaceous. The sandstones are clear to light grey, very fine to fine grained and cemented by calcite. ",Early to Mid Turonian. 
0,Tubåen Formation,tubåen formation,realgrunnen subgroup,Tubåen Formation,"The formation is dominated by sandstones with subordinate shales and minor coals. Coals are most abundant near southeastern basinal margins, and die out to the northwest. The formation generally has a tripartite development, with a lower and upper sand-rich unit separated by a more shaly interval. Shale content increases towards the northwest where the Tubåen Formation may intercalate with a lateral shale equivalent. ",The formation base is of late Rhaetian to early Hettangian age; the unit may locally extend upwards into the Sinemurian. 
0,Tuxen Formation,tuxen formation,cromer knoll group,Tuxen Formation,"The formation is dominated by white to greyish-pink, calcareous claystones and marlstones. Along some of the structural highs the marlstones grade into purer limestones. Generally, the formation terminates vertically upwards with a chalk sequence containing subordinate marlstone layers. This chalk is white to pale orange or yellowish-grey, occasionally greenish and reddish. The marlstones are generally light grey to greenish-grey or olive-grey, but may be reddish-brown in some wells.^A 0.3-1 m thick, radioactive, marlstone bed is frequently encountered within the Tuxen Formation in the Danish sector where it is defined as the Munk Marl Bed. This characteristic unit has also been recognised in some wells in the central Norwegian sector (e.g. 2/1-2, 2/1-3, 2/1-8, 2/6-2, 2/11-7, 6/3-1, 16/8-1 and 16/10-1), (see also (Fig 5.15). In the Norwegian sector, the Tuxen Formation above the Munk Marl Bed is often more calcareous than the rest of the sequence. ","Late Hauterivian to Late Barremian (Heilmann-Clausen 1987, Thomsen 1987). "
0,Ty Formation ,ty formation ,,Ty Formation ,"The Ty Formation consists of clean sandstones, generally massive and clear to light grey in colour. Distally the sandstones are interbedded with dark grey shales, but the sandstone bodies tend to be clean. ",Early Paleocene. 
0,Tyne Group,tyne group,,Tyne Group,"Claystone is the dominant lithology of the Tyne Group sediments. These range in colour from grey to brownish black and contain frequent silty, sandy and calcareous horizons. The Tyne Group also includes a thicker, discrete sand unit occurring locally in the Central Graben which is named the Eldfisk Formation. ",The group ranges in age from Callovian to Ryazanian. 
0,Ugle Formation,ugle formation,gipsdalen group,Ugle Formation,"The formation is characterised by reddish-brown to brown conglomerates, coarse-grained sandstones and minor siltstones. In well 7120/2-1, the formation is dominated by approximately 10 metre thick fining-upward units of reddish brown coloured conglomerate to siltstone with light grey calcite nodules at the top (Fig 9.20). The pebbles are dominated by variously coloured volcanoclastic material with red- and grey coloured feldspar crystals. The core from 7029/03-U-02 consists of alternating fining-upward coarse pebbly sandstones and reddish brown and greyish green mottled siltstones (Fig 9.23). Sediments are more fine-grained in well 7120/12-4 and they mainly consist of reddish brown to brown mottled sandy siltstones with frequent light grey to greyish green calcareous nodules (Fig 9.22). ","Dating of the formation is difficult because of its lack of fossils. However, a diverse palynomorph assemblage of late Serpukhovian to early Bashkirian age (SO-KV Zone) has been reported recently in well 7120/2-1 in the interval around 2420 m (Lindström, in press). The youngest age of the formation is suggested by the basal part of the overlying Falk Formation, dated as late Bashkirian in well 7120/2-1 (Stemmerik et al. 1998). "
0,Ula Formation,ula formation,vestland group,Ula Formation,"In the type well the Ula Formation is a generally massive, fine to medium grained, grey sandstone. A thin, dark grey siltstone is present in the basal part of the formation. The sandstones are arkosic to subarkosic, glauconitic and micaceous. Sorting and angularity vary between individual units of the formation. Bivalve shells and belemnite debris occur, often concentrated in thin lag deposits. Thin, nodular calcite-cemented bands are common.^Within the Ula Field the Ula Formation can be subdivided into a number of units on the basis of large scale coarsening upward and fining upward cycles (Bailey et al., op. cit.). The sandstones are extensively bioturbated throughout, and this usually obliterates smaller scale sedimentary features. However, in rare zones, parallel or low angle inclined lamination and planar cross bedding are preserved. ","Oxfordian to Ryazanian. In the region of the Ula Field the sands are Oxfordian to Early Volgian in age. Around the fringes of the Jæren and Mandal Highs and locally on the Southern Vestland Arch, developments of the formation may be as young as Middle/Late Volgian or possibly Ryazanian. "
0,Ulv Formation,ulv formation,bjarmeland group,Ulv Formation,"Dark fine-grained bioclastic limestones dominate the formation. The dominant microfacies are bryozoan-crinoidal wackestones and more rarely packstones. Additional faunal elements include siliceous sponges, brachiopods and rare fusulinids. The limestone is thinly bedded and often contains thin silt laminae. Shales and silty limestones are locally abundant and chert nodules occur locally. The formation includes thin, less than 15 m, units of coarser grained bioclastic limestone that lithologically resemble the overlying Isbjørn Formation’s dominant lithologies. ",Fusulinids suggest a mid-Sakmarian to Artinskian age (Davydov 2000). 
0,Utsira Formation1),utsira formation1),,Utsira Formation1),"The formation consists of marine sandstones and claystones. The sandstones are clear to white, often light greenish and normally very fine to fine grained, in places medium to very coarse grained. Occasionally rock fragments and lignite are found. The sandstones are separated by soft, plastic, light greenish claystones and minor siltstones. Glauconite and fossil fragments are common throughout. ",Middle to Late Miocene. 
0,Vade Formation,vade formation,hordaland group,Vade Formation,"The formation consists of thinly interbedded, light green to grey, very fine grained sandstones and silt-stones. These are glauconitic, slightly micaceous and well sorted. Fossils are present. Reference well 2/3-2 shows that the formation interfingers with the claystones of the Hordaland Group (Fig 5.68). ",Late Oligocene. 
0,Vestland Group,vestland group,,Vestland Group,"The lower part of the group consists of a predominantly sandy deltaic sequence with shaly and silty layers and coal horizons. In the deeper parts of the basins the sequence seems to be influenced by marine conditions with thicker and more homogeneous sands. The upper portion of the group generally consists of fairly clean, marine sands with minor shale interbeds. ","The group ranges from Bajocian to Volgian, or possibly Ryazanian. "
0,Vidar Formation 1),vidar formation 1),,Vidar Formation 1),"Homogenous limestone is the dominant lithology, but streaks of skeletal detritus and clasts of sandstone occur. ",Early Paleocene. 
0,Viking Group,viking group,,Viking Group,"In the type area the group consists of dark, grey to black, marine mudstones, claystones and shales. Locally these argillaceous sediments are replaced by sandstones and occasionally conglomerates (see Intra Draupne Formation sandstone and Intra Heather Formation sandstone in the NPD-factpages).^The Viking Group is totally dominated by shales and mudstones on Haltenbanken. Thin beds of carbonate and scattered sandstone stringers are minor constituents. Only in the Draugen Field area is sandstone a significant component. ","In the North Sea the group ranges from Bathonian to Ryazanian in age. The group is approximately time equivalent to the Boknfjord Group of the Norwegian-Danish Basin (Norwegian sector), and the Tyne Group of the Central Graben (Norwegian sector).^In the Norwegian Sea the Viking Group ranges from Bajocian to Ryazanian. "
0,Våle Formation,våle formation,rogaland group,Våle Formation,"The Våle Formation typically consists of marls and claystones interbedded with limestone beds and stringers of sandstone and siltstone. In the Central Trough, the formation is developed as a light grey marl, but locally has chalk and limestone interbeds probably eroded from rising diapirs. It also contains carbonate layers in the southern Viking Graben area. ",Early Paleocene. 
0,Zechstein Group,zechstein group,,Zechstein Group,"Evaporates and carbonates with local clastic rocks. Halites dominate the basin-centre sequences, while limestones, dolomites and anhydrates prevail along the basin margins. Well 17/4-1 shows a thick halite-rich section which is not significantly distorted by halokinesis. The top and bottom boundaries of the Zechstein Group is conformable in this well and the cyclic nature of Zechstein deposition recognised in Germany and the Southern North Sea Basin can also be tentatively recognised. ",Late Permian. 
0,Ørn Formation,ørn formation,gipsdalen group,Ørn Formation,"The formation is dominated by shallow marine carbonates on the platform areas and interbedded carbonates and evaporites in the more distal ramp to basinal settings. The carbonates contain a warm-water biota dominated by small foraminifers, fusulinids and calcareous algae and with abundant fragments of Palaeoaplysina (Fig 9.36a , 9.36b , 9.36c , 9.37). Crinoids, bryozoans, brachiopods and corals are also present. Siliciclastics are rare in the Ørn Formation and the vast bulk of its rhythmic development is characterised by pure carbonates, or more distally, carbonates and evaporites - in contrast to the mixed siliciclastics and carbonates of the underlying Falk Formation. A temporary return to mixed carbonates and shales near the top of the formation is characterised by a gamma ray peak on the logs. In well 7128/6-1, the lower part of the formation consists of rhythms of dolomitic mudstone and bryozoan wackestone with minor thin shales (Fig 9.30 , 9.31 , 9.36a , 9.36b , 9.36c , 9.37). This is followed by a succession of Palaeoaplysina-dominated buildups interbedded with fusulinid-dominated wackestone, overlain by an interval dominated by dolomitic mudstone with abundant anhydrite nodules. The upper part of the formation in this well consists of a thick unit dominated by foraminifer- and algal-rich packstones and grainstones overlain by cyclic deposited shales and crinoid-dominated silty wackestones that gradually pass up into foraminifer-dominated packstones and grainstones. The same spectrum of shallow marine carbonate facies is seen in cores from 7120/2-1, 7128/4-1, 7029/03-U-02, 7030/03-U-01, 7129/10-U-01 and 7129/10-U-02, suggesting a fairly uniform development on the platforms. In addition more than 5 m thick beds of massive to laminated anhydrite occur in 7029/03-U-02 and 7030/03-U-01 and native sulphur is locally present between 20 m and 35 m in 7029/03-U-02. In well 7226/11-1 the lower part of the Ørn Formation consists of light grey to medium dark brownish grey dolomitic mudstones to packstones. These are interbedded with light grey to white massive anhydrite that increases in abundance upward to 4392.5m. Above this level rhythms of dark greyish-green calcareous shale and light grey fossiliferous limestone with chert nodules dominate. This unit is equivalent to the upper part of 7128/6-1. Log correlation suggests that the development in well 7226/11-1 resembles that of other distally located wells such as 7121/1-1 R and 7124/3-1. Well 7228/9-1 S cored thin dolomite and anhydrite beds in halite-dominated sediments. ",Fusulinid data from the type well 7128/6-1 indicate a late Gzelian to early Sakmarian age for the Ørn Formation at this locality (Ehrenberg et al. 1998a). In core 7030/03-U-01 the base of the formation correlates to the Kasimovian-Gzelian boundary and in 7029/03-U-02 the lower part of the formation is of middle Gzelian age (Stemmerik et al. 1995). The top of the formation is dated as early Sakmarian in core 7129/10-U-02 (Bugge et al. 1995). The base is somewhat older in 7120/2-1 where fusulinids indicative of a late Moscovian age occur in the basal part of the formation (Stemmerik et al. 1998). 
0,Ørret Formation,ørret formation,tempelfjorden group,Ørret Formation,"The formation is dominated by siliciclastic sediments and includes sandstones, siltstones and shales. The more fine-grained lithologies dominate. The sandstones (Fig 9.62), appear as isolated thin beds, or as up to 35 m thick sandy units, or in intervals with numerous thin sandstone beds separated by shales. The sandstones are particularly common in the upper part of the Ørret Formation in 7120/12-2 (Fig 9.58), and 7120/12-4. On the Loppa High and further eastward, organic rich shales become progressively more important. Coal fragments are reported from some levels in association with sandstones. The siliciclastics are, in contrast to those of the Røye Formation, not silicified. Thin limestone beds are rare in the formation. ",A ?Kungurian to ?Tatarian age is suggested by correlation to lateral equivalents. 
0,Åre Formation,åre formation,båt group,Åre Formation,"Alternating sandstones and claystones are interbedded with coals and coaly claystones. The claystones are grayish or locally red brown and non-calcareous to very calcareous. The sandstones are grayish, very fine to coarse-grained and predominantly moderately to poorly sorted. The coals in the type well are dark brown to black, vitreous, brittle and locally pyritic. ",Rhaetian to Pliensbachian. 
0,Åsgard Formation,åsgard formation,cromer knoll group,Åsgard Formation,"The formation is dominated by light to dark grey, olive-grey, greenish and brownish, often calcareous claystones, and passes into light grey, light greenish-grey and light olive-grey marlstones and stringers of limestone. Mica, pyrite and glauconite are common. The claystones may be silty, and siltstones or very fine-grained sandstone layers or laminae are present. Where major sandstone layers occur they are regarded as belonging to the Ran sandstone units. In a few Norwegian wells in the central North Sea (e.g. 1/9-3 R, 2/3-1, 2/7-2, 2/10-1 S, 2/11-1, 7/3-1, 7/8-2, 7/12-4, 7/12-5 and 8/1-1) a sequence of calcareous claystone, marlstone and limestone interbeds is recognised as the basal part of the Åsgard Formation (Fig 5.12 , 5.14). This sequence is very difficult to correlate in the Norwegian sector, even over small distances, and is therefore regarded as representing local variations in the lowermost part of the Åsgard Formation. In the Danish sector this sequence is defined as the Leek Member (Jensen et al. 1986). ","Where the Tuxen Formation occurs, the Åsgard Formation ranges in age from Late Ryazanian to Late Hauterivian. In areas where neither the Tuxen nor Sola formations are recognised, the Åsgard Formation represents a lateral equivalent and may reach Late Aptian to Early Albian age. "
